time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z
2021-06-17T15:56:51.663,0.06,-0.41,9.83,0.0,-0.0625,0.1875,-15.75,9.6875,-45.1875
2021-06-17T15:56:51.676,0.07,-0.39,9.84,-0.125,0.125,-0.0625,-15.75,9.6875,-45.1875
2021-06-17T15:56:51.689,0.05,-0.39,9.86,-0.0625,-0.0625,0.0625,-16.1875,9.6875,-44.75
2021-06-17T15:56:51.702,0.05,-0.42,9.82,0.1875,-0.0625,0.125,-16.1875,9.6875,-44.75
2021-06-17T15:56:51.714,0.05,-0.39,9.86,0.0625,0.0625,-0.0625,-16.1875,9.6875,-44.75
2021-06-17T15:56:51.749,0.05,-0.38,9.79,-0.0625,-0.0625,0.0625,-16.5,8.5,-46.0
2021-06-17T15:56:51.762,0.05,-0.39,9.86,0.0625,-0.0625,0.0625,-16.5,8.5,-46.0
2021-06-17T15:56:51.775,0.06,-0.42,9.82,0.0,0.0,-0.0625,-16.5,8.5,-46.0
2021-06-17T15:56:51.788,0.05,-0.4,9.84,0.0625,0.0625,0.0,-16.1875,9.25,-46.0
2021-06-17T15:56:51.8,0.06,-0.4,9.86,0.25,-0.0625,0.0,-16.1875,9.25,-46.0
2021-06-17T15:56:51.813,0.07,-0.38,9.83,-0.125,0.125,-0.0625,-16.1875,9.25,-46.0
2021-06-17T15:56:51.826,0.05,-0.41,9.83,0.0,0.0,0.0625,-15.75,8.875,-45.5625
2021-06-17T15:56:51.839,0.06,-0.4,9.86,0.0,0.0,0.0625,-15.75,8.875,-45.5625
2021-06-17T15:56:51.852,0.05,-0.41,9.82,0.0625,0.0,0.0625,-15.75,8.875,-45.5625
2021-06-17T15:56:51.865,0.06,-0.42,9.85,0.0,-0.0625,0.0,-15.75,8.875,-45.5625
2021-06-17T15:56:51.878,0.03,-0.38,9.84,-0.25,0.0625,0.125,-17.25,9.25,-46.0
2021-06-17T15:56:51.891,0.04,-0.4,9.84,-0.0625,0.0625,0.125,-17.25,9.25,-46.0
2021-06-17T15:56:51.904,0.07,-0.4,9.82,-0.0625,-0.0625,0.0625,-17.25,9.25,-46.0
2021-06-17T15:56:51.917,0.03,-0.41,9.87,-0.0625,-0.0625,0.125,-17.25,9.25,-46.0
2021-06-17T15:56:51.929,0.04,-0.38,9.86,0.0625,0.0625,0.125,-16.875,8.875,-45.25
2021-06-17T15:56:51.942,0.04,-0.4,9.87,-0.125,0.0,0.0,-16.875,8.875,-45.25
2021-06-17T15:56:51.979,0.06,-0.41,9.86,0.0,0.0625,-0.0625,-16.875,9.25,-46.375
2021-06-17T15:56:51.992,0.03,-0.4,9.86,-0.0625,0.0,0.0625,-16.875,9.25,-46.375
2021-06-17T15:56:52.005,0.04,-0.4,9.82,-0.0625,0.0,0.0,-16.875,9.25,-46.375
2021-06-17T15:56:52.018,0.04,-0.4,9.82,0.0,-0.0625,0.0625,-16.875,9.25,-46.375
2021-06-17T15:56:52.031,0.05,-0.4,9.87,0.0,0.0,0.125,-15.75,8.1875,-45.5625
2021-06-17T15:56:52.044,0.04,-0.4,9.82,-0.1875,0.1875,0.0,-15.75,8.1875,-45.5625
2021-06-17T15:56:52.057,0.06,-0.39,9.82,0.0,-0.0625,0.0625,-15.75,8.1875,-45.5625
2021-06-17T15:56:52.07,0.05,-0.38,9.86,0.0,-0.0625,0.0,-15.75,8.1875,-45.5625
2021-06-17T15:56:52.082,0.06,-0.39,9.85,-0.1875,0.0,0.0625,-16.1875,8.875,-45.1875
2021-06-17T15:56:52.095,0.05,-0.4,9.85,0.0,0.0625,0.0625,-16.1875,8.875,-45.1875
2021-06-17T15:56:52.108,0.06,-0.41,9.83,0.0625,0.0625,0.0,-16.1875,8.875,-45.1875
2021-06-17T15:56:52.121,0.06,-0.4,9.83,0.0,-0.0625,-0.0625,-16.1875,8.875,-45.1875
2021-06-17T15:56:52.134,0.07,-0.4,9.84,0.0625,0.0,0.0,-16.1875,8.875,-44.75
2021-06-17T15:56:52.146,0.05,-0.4,9.81,-0.1875,0.0,0.0625,-16.1875,8.875,-44.75
2021-06-17T15:56:52.159,0.05,-0.41,9.82,0.0625,-0.0625,0.0,-16.1875,8.875,-44.75
2021-06-17T15:56:52.172,0.05,-0.42,9.85,-0.0625,-0.0625,0.0625,-16.1875,8.875,-44.75
2021-06-17T15:56:52.185,0.05,-0.38,9.86,0.125,0.0,0.0625,-16.1875,8.5,-45.5625
2021-06-17T15:56:52.209,0.05,-0.4,9.85,-0.0625,0.0,0.0625,-16.1875,8.5,-45.5625
2021-06-17T15:56:52.227,0.06,-0.38,9.84,0.125,0.0,0.0625,-16.1875,8.5,-45.5625
2021-06-17T15:56:52.24,0.06,-0.39,9.86,-0.0625,0.0,0.0625,-15.75,8.875,-45.1875
2021-06-17T15:56:52.253,0.05,-0.39,9.82,-0.0625,0.0,-0.0625,-15.75,8.875,-45.1875
2021-06-17T15:56:52.266,0.05,-0.4,9.86,-0.0625,-0.0625,0.0625,-15.75,8.875,-45.1875
2021-06-17T15:56:52.278,0.04,-0.42,9.85,0.0,0.0,0.0,-15.75,8.875,-45.1875
2021-06-17T15:56:52.291,0.04,-0.4,9.86,0.0625,0.0,0.125,-16.1875,9.6875,-45.5625
2021-06-17T15:56:52.304,0.05,-0.37,9.82,-0.0625,-0.0625,0.0625,-16.1875,9.6875,-45.5625
2021-06-17T15:56:52.317,0.05,-0.38,9.83,0.125,-0.125,0.125,-16.1875,9.6875,-45.5625
2021-06-17T15:56:52.33,0.05,-0.4,9.88,-0.125,0.0625,0.0,-16.1875,9.6875,-45.5625
2021-06-17T15:56:52.343,0.04,-0.42,9.87,0.0,0.1875,-0.125,-16.875,9.25,-45.5625
2021-06-17T15:56:52.356,0.05,-0.41,9.82,0.125,-0.0625,-0.0625,-16.875,9.25,-45.5625
2021-06-17T15:56:52.369,0.06,-0.39,9.85,0.0625,-0.125,0.0,-16.875,9.25,-45.5625
2021-06-17T15:56:52.382,0.06,-0.4,9.85,0.0,-0.125,-0.0625,-15.75,9.6875,-45.1875
2021-06-17T15:56:52.395,0.04,-0.4,9.85,0.0625,-0.1875,-0.125,-15.75,9.6875,-45.1875
2021-06-17T15:56:52.407,0.05,-0.4,9.82,-0.0625,0.0,-0.0625,-15.75,9.6875,-45.1875
2021-06-17T15:56:52.42,0.05,-0.39,9.85,-0.0625,0.0,0.0,-15.75,9.6875,-45.1875
2021-06-17T15:56:52.441,0.05,-0.42,9.86,-0.0625,0.0,0.0,-16.5,9.6875,-45.5625
2021-06-17T15:56:52.455,0.05,-0.4,9.84,0.0625,-0.0625,0.0,-16.5,9.6875,-45.5625
2021-06-17T15:56:52.468,0.07,-0.4,9.86,0.0625,-0.125,0.0,-16.5,9.6875,-45.5625
2021-06-17T15:56:52.48,0.05,-0.4,9.88,-0.125,-0.125,-0.125,-16.5,8.5,-44.75
2021-06-17T15:56:52.493,0.05,-0.4,9.86,-0.125,0.0,-0.0625,-16.5,8.5,-44.75
2021-06-17T15:56:52.506,0.04,-0.39,9.84,-0.0625,-0.125,0.0,-16.5,8.5,-44.75
2021-06-17T15:56:52.519,0.06,-0.38,9.87,-0.125,0.0,0.0625,-16.5,8.5,-44.75
2021-06-17T15:56:52.532,0.05,-0.4,9.88,-0.0625,-0.0625,0.0,-16.5,8.5,-46.375
2021-06-17T15:56:52.544,0.03,-0.39,9.87,-0.0625,-0.0625,0.0,-16.5,8.5,-46.375
2021-06-17T15:56:52.557,0.06,-0.41,9.81,0.0,-0.125,-0.0625,-16.5,8.5,-46.375
2021-06-17T15:56:52.57,0.06,-0.4,9.84,-0.0625,0.0,0.0,-16.5,8.5,-46.375
2021-06-17T15:56:52.583,0.05,-0.41,9.84,-0.0625,0.125,-0.1875,-15.75,8.875,-45.5625
2021-06-17T15:56:52.596,0.04,-0.39,9.88,-0.0625,-0.25,0.0,-15.75,8.875,-45.5625
2021-06-17T15:56:52.609,0.04,-0.4,9.83,-0.0625,0.0,0.0,-15.75,8.875,-45.5625
2021-06-17T15:56:52.621,0.06,-0.4,9.83,0.0,-0.125,-0.125,-15.75,8.875,-45.5625
2021-06-17T15:56:52.634,0.07,-0.39,9.85,-0.1875,-0.1875,0.0,-16.1875,9.25,-46.0
2021-06-17T15:56:52.647,0.05,-0.4,9.84,-0.0625,-0.125,-0.0625,-16.1875,9.25,-46.0
2021-06-17T15:56:52.671,0.06,-0.41,9.84,-0.0625,-0.125,0.0,-16.1875,9.25,-46.0
2021-06-17T15:56:52.689,0.04,-0.42,9.85,0.0,0.125,0.0,-16.5,9.25,-44.75
2021-06-17T15:56:52.702,0.06,-0.4,9.85,0.0,0.0625,-0.0625,-16.5,9.25,-44.75
2021-06-17T15:56:52.714,0.03,-0.39,9.87,-0.125,0.0,0.0,-16.5,9.25,-44.75
2021-06-17T15:56:52.727,0.04,-0.4,9.85,-0.0625,0.125,-0.0625,-16.5,9.25,-44.75
2021-06-17T15:56:52.74,0.06,-0.39,9.86,0.0,0.0625,0.0,-15.75,9.25,-45.5625
2021-06-17T15:56:52.753,0.04,-0.39,9.83,0.0,0.0625,-0.0625,-15.75,9.25,-45.5625
2021-06-17T15:56:52.766,0.06,-0.39,9.83,0.125,0.0625,0.0,-15.75,9.25,-45.5625
2021-06-17T15:56:52.778,0.05,-0.38,9.82,0.0625,-0.125,0.0625,-15.75,9.25,-45.5625
2021-06-17T15:56:52.791,0.04,-0.42,9.85,-0.0625,0.0,-0.125,-16.5,8.5,-44.75
2021-06-17T15:56:52.805,0.04,-0.41,9.82,0.0,0.125,-0.1875,-16.5,8.5,-44.75
2021-06-17T15:56:52.818,0.04,-0.39,9.85,0.125,0.0,0.0,-16.5,8.5,-44.75
2021-06-17T15:56:52.831,0.04,-0.4,9.88,0.0,0.1875,-0.0625,-16.5,8.5,-44.75
2021-06-17T15:56:52.843,0.05,-0.38,9.84,0.0,-0.0625,-0.125,-16.5,8.875,-45.1875
2021-06-17T15:56:52.856,0.06,-0.4,9.82,0.0,0.0625,0.0625,-16.5,8.875,-45.1875
2021-06-17T15:56:52.869,0.07,-0.4,9.85,-0.125,-0.125,0.0625,-16.5,8.875,-45.1875
2021-06-17T15:56:52.882,0.06,-0.39,9.84,0.0,0.0,0.0,-16.5,8.875,-45.1875
2021-06-17T15:56:52.917,0.07,-0.4,9.85,-0.125,-0.0625,0.125,-16.5,8.875,-45.5625
2021-06-17T15:56:52.929,0.05,-0.41,9.88,0.0,0.0,-0.0625,-16.875,9.25,-44.375
2021-06-17T15:56:52.942,0.06,-0.39,9.87,-0.0625,-0.1875,0.0,-16.875,9.25,-44.375
2021-06-17T15:56:52.955,0.04,-0.41,9.82,-0.0625,0.0625,0.0,-16.875,9.25,-44.375
2021-06-17T15:56:52.968,0.04,-0.42,9.85,-0.0625,0.0625,0.0625,-16.875,9.25,-44.375
2021-06-17T15:56:52.981,0.06,-0.4,9.85,0.0,-0.125,-0.0625,-16.5,8.5,-45.5625
2021-06-17T15:56:52.994,0.05,-0.4,9.87,0.0625,-0.0625,0.0,-16.5,8.5,-45.5625
2021-06-17T15:56:53.006,0.06,-0.41,9.82,-0.0625,0.0,0.0,-16.5,8.5,-45.5625
2021-06-17T15:56:53.019,0.05,-0.41,9.85,-0.0625,-0.0625,-0.0625,-16.5,8.5,-45.5625
2021-06-17T15:56:53.032,0.07,-0.4,9.86,0.0,-0.0625,0.0,-16.5,8.875,-45.25
2021-06-17T15:56:53.045,0.05,-0.41,9.87,-0.0625,0.125,-0.125,-16.5,8.875,-45.25
2021-06-17T15:56:53.058,0.05,-0.41,9.81,0.0,-0.0625,0.0625,-16.5,8.875,-45.25
2021-06-17T15:56:53.071,0.05,-0.4,9.84,0.0,0.0625,-0.0625,-16.5,8.875,-45.25
2021-06-17T15:56:53.083,0.04,-0.41,9.84,0.125,-0.1875,0.0625,-16.875,8.1875,-46.0
2021-06-17T15:56:53.096,0.07,-0.39,9.89,0.0,-0.1875,-0.125,-16.875,8.1875,-46.0
2021-06-17T15:56:53.109,0.07,-0.4,9.85,-0.0625,0.0,0.0625,-16.875,8.1875,-46.0
2021-06-17T15:56:53.122,0.04,-0.41,9.83,-0.125,0.0,0.0625,-16.875,8.1875,-46.0
2021-06-17T15:56:53.151,0.04,-0.39,9.84,-0.0625,-0.0625,0.0625,-15.75,9.25,-46.375
2021-06-17T15:56:53.163,0.07,-0.41,9.85,0.0,-0.0625,0.0625,-15.75,9.25,-46.375
2021-06-17T15:56:53.176,0.05,-0.4,9.86,-0.0625,-0.0625,0.0,-15.75,9.25,-46.375
2021-06-17T15:56:53.189,0.05,-0.38,9.86,-0.0625,0.0,0.0,-15.75,8.1875,-45.1875
2021-06-17T15:56:53.202,0.04,-0.41,9.86,-0.0625,-0.0625,-0.0625,-15.75,8.1875,-45.1875
2021-06-17T15:56:53.215,0.03,-0.4,9.84,-0.0625,-0.25,0.1875,-15.75,8.1875,-45.1875
2021-06-17T15:56:53.227,0.04,-0.39,9.83,0.0,0.0,0.0625,-15.75,8.1875,-45.1875
2021-06-17T15:56:53.24,0.04,-0.41,9.85,0.0,-0.125,0.125,-16.875,8.5,-45.5625
2021-06-17T15:56:53.253,0.02,-0.38,9.84,-0.125,0.0,0.0,-16.875,8.5,-45.5625
2021-06-17T15:56:53.266,0.05,-0.41,9.85,0.0,-0.0625,0.0625,-16.875,8.5,-45.5625
2021-06-17T15:56:53.28,0.06,-0.39,9.85,0.0,-0.125,0.0625,-16.875,8.5,-45.5625
2021-06-17T15:56:53.292,0.06,-0.4,9.86,0.0,-0.0625,0.0,-15.75,8.5,-45.5625
2021-06-17T15:56:53.305,0.05,-0.41,9.82,-0.0625,-0.125,-0.0625,-15.75,8.5,-45.5625
2021-06-17T15:56:53.318,0.05,-0.4,9.84,-0.125,0.0,0.0625,-15.75,8.5,-45.5625
2021-06-17T15:56:53.331,0.05,-0.4,9.85,0.0,0.0625,-0.125,-15.75,8.5,-45.5625
2021-06-17T15:56:53.344,0.05,-0.4,9.84,-0.0625,0.0,0.0,-16.5,9.25,-45.25
2021-06-17T15:56:53.357,0.06,-0.4,9.83,0.0,-0.0625,0.0625,-16.5,9.25,-45.25
2021-06-17T15:56:53.377,0.04,-0.4,9.89,-0.0625,0.0,0.0,-16.5,9.25,-45.25
2021-06-17T15:56:53.391,0.06,-0.41,9.83,0.0625,0.0625,0.0,-15.75,8.875,-45.5625
2021-06-17T15:56:53.404,0.07,-0.4,9.85,0.0,0.0625,-0.0625,-15.75,8.875,-45.5625
2021-06-17T15:56:53.417,0.07,-0.4,9.85,0.0625,0.0625,0.0,-15.75,8.875,-45.5625
2021-06-17T15:56:53.429,0.05,-0.38,9.84,0.0,0.1875,0.0625,-15.75,8.875,-45.5625
2021-06-17T15:56:53.442,0.03,-0.41,9.88,0.125,0.0625,-0.0625,-16.5,8.875,-46.0
2021-06-17T15:56:53.455,0.05,-0.4,9.83,-0.0625,0.25,0.0625,-16.5,8.875,-46.0
2021-06-17T15:56:53.468,0.04,-0.41,9.82,0.0,0.125,-0.0625,-16.5,8.875,-46.0
2021-06-17T15:56:53.481,0.04,-0.41,9.85,0.0625,0.125,0.0625,-16.1875,9.25,-46.0
2021-06-17T15:56:53.494,0.06,-0.42,9.86,0.1875,0.0,0.125,-16.1875,9.25,-46.0
2021-06-17T15:56:53.507,0.04,-0.4,9.83,0.0625,0.1875,0.0,-16.1875,9.25,-46.0
2021-06-17T15:56:53.519,0.05,-0.39,9.84,0.0625,0.125,-0.0625,-16.1875,9.25,-46.0
2021-06-17T15:56:53.532,0.05,-0.4,9.85,0.0,0.125,0.0,-16.5,8.5,-44.75
2021-06-17T15:56:53.545,0.04,-0.41,9.85,0.0625,0.0,0.125,-16.5,8.5,-44.75
2021-06-17T15:56:53.558,0.07,-0.41,9.81,0.0,0.125,0.0625,-16.5,8.5,-44.75
2021-06-17T15:56:53.571,0.07,-0.38,9.84,0.0,-0.125,0.125,-16.5,8.5,-44.75
2021-06-17T15:56:53.584,0.05,-0.41,9.87,-0.0625,-0.0625,0.0625,-16.1875,8.5,-46.0
2021-06-17T15:56:53.607,0.05,-0.38,9.83,0.0625,0.0625,-0.0625,-16.1875,8.5,-46.0
2021-06-17T15:56:53.625,0.06,-0.38,9.84,-0.125,0.0625,0.0625,-16.1875,8.5,-46.0
2021-06-17T15:56:53.638,0.07,-0.42,9.85,0.0625,0.0,0.0,-16.5,9.25,-46.0
2021-06-17T15:56:53.651,0.04,-0.39,9.84,0.0,0.0625,0.0,-16.5,9.25,-46.0
2021-06-17T15:56:53.664,0.05,-0.4,9.83,0.125,0.0625,0.0625,-16.5,9.25,-46.0
2021-06-17T15:56:53.677,0.02,-0.39,9.84,0.125,0.1875,0.0,-16.5,9.25,-46.0
2021-06-17T15:56:53.689,0.06,-0.41,9.86,0.0625,0.125,0.0,-16.5,9.25,-44.75
2021-06-17T15:56:53.702,0.04,-0.37,9.83,0.0625,0.125,0.0625,-16.5,9.25,-44.75
2021-06-17T15:56:53.715,0.06,-0.42,9.85,-0.0625,0.1875,0.0,-16.5,9.25,-44.75
2021-06-17T15:56:53.728,0.05,-0.4,9.87,0.1875,0.0625,0.0,-16.5,9.25,-44.75
2021-06-17T15:56:53.741,0.05,-0.4,9.85,0.0625,0.0,-0.0625,-16.1875,8.875,-46.375
2021-06-17T15:56:53.754,0.05,-0.4,9.86,-0.0625,0.0,0.0625,-16.1875,8.875,-46.375
2021-06-17T15:56:53.767,0.06,-0.39,9.83,0.0,0.0625,0.125,-16.1875,8.875,-46.375
2021-06-17T15:56:53.78,0.02,-0.4,9.87,0.0625,0.0,0.0,-16.1875,8.875,-46.375
2021-06-17T15:56:53.793,0.06,-0.41,9.87,0.0625,0.0,-0.0625,-16.1875,8.5,-45.5625
2021-06-17T15:56:53.805,0.03,-0.41,9.82,0.0625,0.0,-0.0625,-16.1875,8.5,-45.5625
2021-06-17T15:56:53.818,0.05,-0.41,9.84,-0.0625,0.125,0.0,-16.1875,8.5,-45.5625
2021-06-17T15:56:53.853,0.05,-0.38,9.82,-0.0625,-0.125,0.0,-16.5,9.25,-46.375
2021-06-17T15:56:53.866,0.05,-0.4,9.87,0.0625,-0.0625,0.0625,-16.5,9.25,-46.375
2021-06-17T15:56:53.878,0.07,-0.4,9.85,0.0,0.0,0.0,-16.5,9.25,-46.375
2021-06-17T15:56:53.891,0.05,-0.42,9.87,0.0625,-0.0625,0.0,-16.875,8.5,-44.375
2021-06-17T15:56:53.904,0.06,-0.4,9.82,0.0,0.25,0.125,-16.875,8.5,-44.375
2021-06-17T15:56:53.917,0.06,-0.4,9.85,0.0625,0.125,0.0,-16.875,8.5,-44.375
2021-06-17T15:56:53.93,0.03,-0.4,9.86,0.0,0.0,0.0625,-16.875,8.5,-44.375
2021-06-17T15:56:53.943,0.06,-0.39,9.85,-0.0625,-0.0625,0.125,-17.25,8.1875,-45.5625
2021-06-17T15:56:53.955,0.05,-0.4,9.81,-0.0625,0.0625,0.125,-17.25,8.1875,-45.5625
2021-06-17T15:56:53.968,0.07,-0.39,9.82,-0.0625,0.0,-0.0625,-17.25,8.1875,-45.5625
2021-06-17T15:56:53.981,0.04,-0.42,9.86,-0.0625,-0.0625,0.0625,-17.25,8.1875,-45.5625
2021-06-17T15:56:53.994,0.06,-0.42,9.84,-0.0625,0.125,-0.0625,-16.875,8.875,-44.75
2021-06-17T15:56:54.007,0.05,-0.41,9.82,-0.0625,-0.125,0.125,-16.875,8.875,-44.75
2021-06-17T15:56:54.02,0.05,-0.4,9.84,0.0,0.25,0.0,-16.875,8.875,-44.75
2021-06-17T15:56:54.032,0.07,-0.39,9.87,0.0625,0.0625,0.0,-16.1875,9.25,-44.375
2021-06-17T15:56:54.045,0.06,-0.39,9.82,0.0,0.0625,0.0625,-16.1875,9.25,-44.375
2021-06-17T15:56:54.087,0.06,-0.39,9.86,-0.125,0.0,0.125,-16.875,9.25,-46.0
2021-06-17T15:56:54.1,0.05,-0.37,9.86,-0.0625,0.0625,-0.0625,-16.875,9.25,-46.0
2021-06-17T15:56:54.113,0.04,-0.41,9.82,-0.1875,0.1875,0.0,-16.875,9.25,-46.0
2021-06-17T15:56:54.125,0.06,-0.41,9.84,-0.125,-0.0625,0.125,-16.875,9.25,-46.0
2021-06-17T15:56:54.138,0.05,-0.41,9.85,-0.1875,0.0,0.125,-15.75,8.5,-45.5625
2021-06-17T15:56:54.151,0.04,-0.41,9.84,0.0,-0.1875,-0.0625,-15.75,8.5,-45.5625
2021-06-17T15:56:54.164,0.05,-0.39,9.82,0.0,0.0,0.0625,-15.75,8.5,-45.5625
2021-06-17T15:56:54.176,0.06,-0.4,9.86,-0.125,0.0,0.0625,-15.75,8.5,-45.5625
2021-06-17T15:56:54.189,0.04,-0.4,9.85,-0.0625,0.125,-0.0625,-16.875,8.875,-46.375
2021-06-17T15:56:54.202,0.05,-0.38,9.81,0.0625,-0.125,0.0625,-16.875,8.875,-46.375
2021-06-17T15:56:54.216,0.07,-0.41,9.82,0.125,-0.125,0.125,-16.875,8.875,-46.375
2021-06-17T15:56:54.229,0.06,-0.4,9.85,-0.25,0.0625,0.0,-16.875,8.875,-46.375
2021-06-17T15:56:54.242,0.06,-0.41,9.86,-0.1875,-0.125,0.0625,-16.1875,8.5,-45.25
2021-06-17T15:56:54.255,0.05,-0.42,9.85,-0.125,0.125,0.125,-16.1875,8.5,-45.25
2021-06-17T15:56:54.267,0.04,-0.4,9.84,-0.0625,0.0,-0.0625,-16.1875,8.5,-45.25
2021-06-17T15:56:54.28,0.05,-0.41,9.84,-0.0625,0.0625,0.0625,-16.1875,8.5,-45.25
2021-06-17T15:56:54.293,0.02,-0.4,9.84,-0.125,0.0625,0.0625,-16.5,9.25,-46.875
2021-06-17T15:56:54.314,0.05,-0.39,9.84,0.0,0.0625,-0.0625,-16.5,9.25,-46.875
2021-06-17T15:56:54.328,0.04,-0.39,9.82,-0.1875,0.0,0.0,-16.5,9.25,-46.875
2021-06-17T15:56:54.341,0.05,-0.4,9.84,-0.0625,0.0,0.0625,-16.1875,8.1875,-45.5625
2021-06-17T15:56:54.353,0.06,-0.4,9.83,0.125,0.0625,-0.0625,-16.1875,8.1875,-45.5625
2021-06-17T15:56:54.366,0.07,-0.4,9.84,-0.0625,-0.0625,-0.0625,-16.1875,8.1875,-45.5625
2021-06-17T15:56:54.379,0.06,-0.39,9.88,0.0625,-0.0625,0.0,-16.1875,8.1875,-45.5625
2021-06-17T15:56:54.392,0.04,-0.4,9.86,0.0625,-0.0625,0.0,-16.1875,8.875,-45.25
2021-06-17T15:56:54.405,0.07,-0.41,9.84,0.125,0.0,0.0,-16.1875,8.875,-45.25
2021-06-17T15:56:54.417,0.03,-0.39,9.82,0.1875,0.0,-0.125,-16.1875,8.875,-45.25
2021-06-17T15:56:54.43,0.05,-0.4,9.86,-0.0625,-0.0625,-0.125,-16.1875,8.875,-45.25
2021-06-17T15:56:54.443,0.04,-0.39,9.85,0.0,-0.125,-0.0625,-16.875,8.875,-46.375
2021-06-17T15:56:54.456,0.06,-0.4,9.84,0.0625,0.0625,0.0625,-16.875,8.875,-46.375
2021-06-17T15:56:54.469,0.04,-0.43,9.84,0.0625,0.125,0.0,-16.875,8.875,-46.375
2021-06-17T15:56:54.482,0.05,-0.41,9.85,0.0625,-0.0625,-0.0625,-16.875,8.875,-46.375
2021-06-17T15:56:54.494,0.05,-0.4,9.85,0.0,-0.0625,-0.0625,-16.875,8.5,-45.5625
2021-06-17T15:56:54.507,0.03,-0.4,9.85,0.125,-0.0625,0.0,-16.875,8.5,-45.5625
2021-06-17T15:56:54.52,0.05,-0.39,9.84,0.0625,-0.125,-0.1875,-16.875,8.5,-45.5625
2021-06-17T15:56:54.543,0.06,-0.39,9.82,0.0625,0.0625,-0.125,-15.75,8.5,-45.5625
2021-06-17T15:56:54.561,0.04,-0.38,9.82,0.0,0.0625,0.0,-15.75,8.5,-45.5625
2021-06-17T15:56:54.574,0.07,-0.42,9.84,0.0625,0.0,0.0,-15.75,8.5,-45.5625
2021-06-17T15:56:54.587,0.06,-0.38,9.85,0.0,0.0625,0.0,-16.1875,8.875,-46.0
2021-06-17T15:56:54.6,0.04,-0.41,9.83,-0.0625,0.0625,0.0,-16.1875,8.875,-46.0
2021-06-17T15:56:54.613,0.07,-0.4,9.83,0.125,-0.1875,0.0,-16.1875,8.875,-46.0
2021-06-17T15:56:54.626,0.06,-0.38,9.86,-0.0625,-0.125,-0.125,-16.1875,8.875,-46.0
2021-06-17T15:56:54.638,0.04,-0.39,9.86,0.0,0.0,-0.0625,-16.5,8.875,-45.25
2021-06-17T15:56:54.651,0.06,-0.4,9.84,0.0,0.0,-0.125,-16.5,8.875,-45.25
2021-06-17T15:56:54.664,0.05,-0.4,9.81,-0.0625,0.0625,0.0,-16.5,8.875,-45.25
2021-06-17T15:56:54.678,0.06,-0.39,9.82,0.0625,0.125,-0.0625,-16.5,8.875,-45.25
2021-06-17T15:56:54.69,0.03,-0.4,9.84,-0.0625,0.0625,0.0,-16.1875,7.75,-44.75
2021-06-17T15:56:54.703,0.06,-0.4,9.86,0.0625,-0.125,0.0,-16.1875,7.75,-44.75
2021-06-17T15:56:54.716,0.06,-0.42,9.84,-0.125,0.125,-0.125,-16.1875,7.75,-44.75
2021-06-17T15:56:54.729,0.04,-0.39,9.82,0.0,-0.125,0.0625,-16.1875,7.75,-44.75
2021-06-17T15:56:54.742,0.05,-0.38,9.85,-0.0625,-0.125,0.0625,-16.5,8.875,-45.1875
2021-06-17T15:56:54.755,0.07,-0.4,9.85,0.0625,0.25,0.125,-16.5,8.875,-45.1875
2021-06-17T15:56:54.789,0.03,-0.4,9.87,-0.125,0.0625,0.0,-16.5,8.875,-46.0
2021-06-17T15:56:54.802,0.04,-0.4,9.82,0.1875,0.0,0.0625,-16.5,8.875,-46.0
2021-06-17T15:56:54.815,0.05,-0.41,9.84,0.125,0.125,-0.125,-16.5,8.875,-46.0
2021-06-17T15:56:54.828,0.04,-0.38,9.83,0.0625,0.0,-0.0625,-16.5,8.875,-46.0
2021-06-17T15:56:54.84,0.06,-0.41,9.86,0.0625,0.0625,0.0,-15.75,8.5,-44.375
2021-06-17T15:56:54.853,0.04,-0.41,9.86,0.0625,-0.125,0.0625,-15.75,8.5,-44.375
2021-06-17T15:56:54.866,0.05,-0.39,9.85,-0.125,0.0,-0.0625,-15.75,8.5,-44.375
2021-06-17T15:56:54.879,0.07,-0.41,9.85,-0.0625,-0.0625,0.0,-15.75,8.5,-44.375
2021-06-17T15:56:54.892,0.07,-0.41,9.87,-0.1875,0.0625,0.0,-16.1875,9.25,-44.375
2021-06-17T15:56:54.905,0.04,-0.41,9.8,0.0625,0.0625,0.0625,-16.1875,9.25,-44.375
2021-06-17T15:56:54.918,0.07,-0.41,9.86,0.0625,0.0625,-0.0625,-16.1875,9.25,-44.375
2021-06-17T15:56:54.931,0.05,-0.41,9.83,-0.0625,0.0,0.0,-16.1875,9.25,-44.375
2021-06-17T15:56:54.944,0.05,-0.41,9.86,0.0625,-0.25,-0.0625,-16.1875,9.6875,-45.5625
2021-06-17T15:56:54.957,0.06,-0.42,9.84,0.0625,0.0625,0.0,-16.1875,9.6875,-45.5625
2021-06-17T15:56:54.97,0.06,-0.39,9.81,0.0625,-0.0625,0.0,-16.1875,9.6875,-45.5625
2021-06-17T15:56:54.982,0.04,-0.4,9.85,0.0,0.0625,0.0,-16.1875,9.6875,-45.5625
2021-06-17T15:56:55.019,0.06,-0.4,9.85,0.0625,-0.125,0.0,-16.5,8.5,-46.0
2021-06-17T15:56:55.032,0.06,-0.4,9.86,0.125,-0.0625,-0.0625,-16.5,8.5,-46.0
