time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z
2021-06-17T15:57:13.414,0.04,-0.4,9.84,0.0625,0.0,0.0,-16.1875,8.875,-45.1875
2021-06-17T15:57:13.427,0.04,-0.42,9.85,0.125,0.0625,0.0,-16.1875,8.875,-45.1875
2021-06-17T15:57:13.439,0.06,-0.42,9.84,0.0625,-0.1875,-0.0625,-16.1875,8.5,-45.5625
2021-06-17T15:57:13.452,0.06,-0.39,9.85,0.0625,0.0,0.0625,-16.1875,8.5,-45.5625
2021-06-17T15:57:13.465,0.06,-0.41,9.82,0.0,-0.1875,0.0625,-16.1875,8.5,-45.5625
2021-06-17T15:57:13.489,0.04,-0.39,9.86,-0.0625,0.0,0.0625,-16.5,8.1875,-45.25
2021-06-17T15:57:13.507,0.06,-0.39,9.88,0.0,0.0625,0.0,-16.5,8.1875,-45.25
2021-06-17T15:57:13.519,0.06,-0.41,9.8,0.0625,-0.125,0.0625,-16.5,8.1875,-45.25
2021-06-17T15:57:13.532,0.05,-0.39,9.84,0.0,-0.0625,0.0,-16.5,8.1875,-45.25
2021-06-17T15:57:13.545,0.06,-0.41,9.85,0.0,-0.125,-0.0625,-16.875,8.5,-45.1875
2021-06-17T15:57:13.558,0.05,-0.39,9.84,0.125,-0.1875,0.0625,-16.875,8.5,-45.1875
2021-06-17T15:57:13.571,0.06,-0.4,9.82,0.0625,-0.125,0.0,-16.875,8.5,-45.1875
2021-06-17T15:57:13.584,0.07,-0.42,9.84,-0.1875,0.0625,0.0,-16.875,8.5,-45.1875
2021-06-17T15:57:13.596,0.05,-0.39,9.86,-0.0625,-0.0625,-0.0625,-17.6875,9.25,-46.0
2021-06-17T15:57:13.609,0.03,-0.4,9.85,-0.0625,0.0625,0.0625,-17.6875,9.25,-46.0
2021-06-17T15:57:13.623,0.06,-0.39,9.84,0.0,0.0625,-0.0625,-17.6875,9.25,-46.0
2021-06-17T15:57:13.636,0.06,-0.4,9.84,-0.0625,0.125,0.0,-17.6875,9.25,-46.0
2021-06-17T15:57:13.649,0.06,-0.42,9.83,0.0,0.0,0.0,-15.75,8.875,-45.1875
2021-06-17T15:57:13.661,0.04,-0.4,9.83,0.0,-0.0625,0.0625,-15.75,8.875,-45.1875
2021-06-17T15:57:13.674,0.06,-0.41,9.83,0.0,0.0625,-0.0625,-15.75,8.875,-45.1875
2021-06-17T15:57:13.687,0.06,-0.41,9.85,0.0,0.0,0.0625,-15.75,8.875,-45.1875
2021-06-17T15:57:13.7,0.06,-0.4,9.85,0.0,-0.0625,0.125,-16.5,8.5,-45.5625
2021-06-17T15:57:13.733,0.08,-0.4,9.87,-0.0625,0.0625,0.0,-16.5,8.5,-45.5625
2021-06-17T15:57:13.747,0.06,-0.4,9.86,0.0,0.0,0.0,-16.1875,9.25,-45.5625
2021-06-17T15:57:13.76,0.06,-0.38,9.84,0.0,0.0,0.0625,-16.1875,9.25,-45.5625
2021-06-17T15:57:13.773,0.06,-0.4,9.83,0.0625,-0.0625,0.0,-16.1875,9.25,-45.5625
2021-06-17T15:57:13.786,0.04,-0.4,9.87,0.1875,0.0625,0.0,-16.1875,9.25,-45.5625
2021-06-17T15:57:13.799,0.07,-0.41,9.84,0.0,0.0,-0.125,-16.1875,9.25,-45.5625
2021-06-17T15:57:13.811,0.07,-0.4,9.82,0.0625,-0.125,0.125,-16.1875,9.25,-45.5625
2021-06-17T15:57:13.824,0.05,-0.4,9.84,0.0625,0.0625,0.0,-16.1875,9.25,-45.5625
2021-06-17T15:57:13.837,0.07,-0.41,9.84,0.0625,-0.125,0.0625,-16.1875,9.25,-45.5625
2021-06-17T15:57:13.85,0.06,-0.4,9.86,0.0625,-0.125,0.0625,-16.1875,9.6875,-45.1875
2021-06-17T15:57:13.863,0.06,-0.4,9.8,0.0,-0.0625,0.0625,-16.1875,9.6875,-45.1875
2021-06-17T15:57:13.876,0.06,-0.39,9.83,-0.125,-0.0625,0.0,-16.1875,9.6875,-45.1875
2021-06-17T15:57:13.888,0.07,-0.4,9.86,0.0625,0.125,0.0625,-16.1875,9.6875,-45.1875
2021-06-17T15:57:13.901,0.06,-0.4,9.88,-0.0625,-0.0625,-0.0625,-16.5,9.25,-45.5625
2021-06-17T15:57:13.914,0.06,-0.4,9.81,0.0,-0.0625,0.0625,-16.5,9.25,-45.5625
2021-06-17T15:57:13.927,0.06,-0.42,9.83,0.0625,0.0625,-0.1875,-16.5,9.25,-45.5625
2021-06-17T15:57:13.94,0.05,-0.4,9.85,0.0625,0.0625,-0.0625,-16.5,9.25,-45.5625
2021-06-17T15:57:13.963,0.05,-0.38,9.83,0.0,-0.0625,0.0,-16.5,9.25,-45.5625
2021-06-17T15:57:13.981,0.06,-0.39,9.86,0.125,0.1875,-0.125,-16.5,9.25,-45.5625
2021-06-17T15:57:13.994,0.05,-0.4,9.86,0.125,0.0,0.125,-16.875,8.5,-45.1875
2021-06-17T15:57:14.007,0.07,-0.39,9.86,0.125,-0.25,0.0625,-16.875,8.5,-45.1875
2021-06-17T15:57:14.02,0.06,-0.39,9.87,0.0625,-0.0625,-0.125,-16.875,8.5,-45.1875
2021-06-17T15:57:14.032,0.05,-0.4,9.86,0.0625,0.0625,-0.0625,-16.875,8.5,-45.1875
2021-06-17T15:57:14.045,0.07,-0.41,9.84,0.125,-0.0625,0.0,-16.875,8.875,-44.75
2021-06-17T15:57:14.058,0.07,-0.4,9.87,0.0,-0.0625,-0.0625,-16.875,8.875,-44.75
2021-06-17T15:57:14.071,0.06,-0.39,9.85,0.125,-0.0625,-0.0625,-16.875,8.875,-44.75
2021-06-17T15:57:14.084,0.06,-0.41,9.86,0.0,0.0625,-0.0625,-16.875,8.875,-44.75
2021-06-17T15:57:14.097,0.06,-0.41,9.88,0.125,-0.0625,-0.1875,-16.875,8.875,-44.75
2021-06-17T15:57:14.11,0.05,-0.41,9.83,0.0,0.0625,-0.0625,-16.875,8.875,-44.75
2021-06-17T15:57:14.123,0.04,-0.41,9.87,-0.0625,0.0625,-0.0625,-16.875,8.875,-44.75
2021-06-17T15:57:14.136,0.05,-0.4,9.84,0.0,-0.1875,-0.0625,-16.875,8.875,-44.75
2021-06-17T15:57:14.149,0.06,-0.41,9.85,0.125,0.0,0.0625,-16.5,8.875,-45.5625
2021-06-17T15:57:14.162,0.04,-0.42,9.87,0.125,0.0625,0.0,-16.5,8.875,-45.5625
2021-06-17T15:57:14.174,0.03,-0.43,9.85,0.0,0.0625,-0.0625,-16.5,8.875,-45.5625
2021-06-17T15:57:14.195,0.06,-0.4,9.84,0.0,0.0625,0.0,-16.1875,8.5,-45.1875
2021-06-17T15:57:14.209,0.07,-0.41,9.81,0.0,0.0,-0.125,-16.1875,8.5,-45.1875
2021-06-17T15:57:14.222,0.03,-0.38,9.83,-0.0625,-0.125,-0.0625,-16.1875,8.5,-45.1875
2021-06-17T15:57:14.235,0.06,-0.41,9.85,-0.125,-0.0625,0.125,-16.1875,8.5,-45.1875
2021-06-17T15:57:14.247,0.06,-0.41,9.85,-0.0625,-0.0625,-0.0625,-16.1875,8.875,-45.5625
2021-06-17T15:57:14.26,0.06,-0.4,9.83,-0.0625,-0.0625,0.0,-16.1875,8.875,-45.5625
2021-06-17T15:57:14.273,0.06,-0.41,9.84,0.0625,0.0625,-0.0625,-16.1875,8.875,-45.5625
2021-06-17T15:57:14.286,0.04,-0.38,9.86,0.0625,0.0625,-0.125,-16.1875,8.875,-45.5625
2021-06-17T15:57:14.299,0.06,-0.38,9.84,0.0625,0.0,-0.0625,-16.875,8.5,-46.0
2021-06-17T15:57:14.311,0.06,-0.4,9.83,0.0625,0.0,-0.0625,-16.875,8.5,-46.0
2021-06-17T15:57:14.325,0.06,-0.4,9.85,-0.0625,-0.0625,0.0625,-16.875,8.5,-46.0
2021-06-17T15:57:14.338,0.04,-0.39,9.86,0.0625,0.0,-0.125,-16.875,8.5,-46.0
2021-06-17T15:57:14.351,0.06,-0.4,9.85,0.0,0.0625,0.0,-17.25,8.875,-44.375
2021-06-17T15:57:14.364,0.05,-0.4,9.84,0.125,0.1875,-0.0625,-17.25,8.875,-44.375
2021-06-17T15:57:14.376,0.06,-0.4,9.85,-0.0625,0.0,-0.125,-17.25,8.875,-44.375
2021-06-17T15:57:14.389,0.05,-0.41,9.83,0.0625,0.0,0.0,-17.25,8.875,-44.375
2021-06-17T15:57:14.402,0.05,-0.39,9.86,0.0625,0.0625,0.0625,-16.5,9.25,-44.0
2021-06-17T15:57:14.426,0.07,-0.39,9.86,0.0625,0.0,0.0625,-16.5,9.25,-44.0
2021-06-17T15:57:14.44,0.03,-0.39,9.86,-0.0625,-0.0625,-0.0625,-15.75,9.25,-45.1875
2021-06-17T15:57:14.452,0.06,-0.4,9.84,0.0,-0.0625,0.125,-15.75,9.25,-45.1875
2021-06-17T15:57:14.465,0.06,-0.4,9.83,0.125,-0.0625,0.125,-15.75,9.25,-45.1875
2021-06-17T15:57:14.478,0.05,-0.39,9.83,0.0625,-0.0625,0.0625,-15.75,9.25,-45.1875
2021-06-17T15:57:14.491,0.04,-0.39,9.85,0.0625,-0.0625,0.0,-15.375,8.875,-46.75
2021-06-17T15:57:14.504,0.06,-0.4,9.83,0.0625,0.0,0.125,-15.375,8.875,-46.75
2021-06-17T15:57:14.517,0.04,-0.41,9.83,0.0625,0.0625,-0.0625,-15.375,8.875,-46.75
2021-06-17T15:57:14.529,0.05,-0.38,9.87,-0.0625,0.0,0.0,-15.375,8.875,-46.75
2021-06-17T15:57:14.542,0.04,-0.41,9.85,0.0,0.0625,0.0,-16.875,9.25,-44.375
2021-06-17T15:57:14.555,0.08,-0.38,9.83,0.0625,0.0625,0.0,-16.875,9.25,-44.375
2021-06-17T15:57:14.568,0.07,-0.42,9.83,-0.125,0.125,0.0,-16.875,9.25,-44.375
2021-06-17T15:57:14.581,0.07,-0.41,9.85,-0.125,0.0625,0.0,-16.875,9.25,-44.375
2021-06-17T15:57:14.594,0.04,-0.4,9.86,0.1875,0.0625,0.0625,-16.5,9.25,-46.0
2021-06-17T15:57:14.606,0.05,-0.38,9.85,0.0,0.125,0.0625,-16.5,9.25,-46.0
2021-06-17T15:57:14.619,0.05,-0.39,9.82,0.0,0.0625,0.0,-16.5,9.25,-46.0
2021-06-17T15:57:14.632,0.05,-0.4,9.85,0.0625,0.0,0.0625,-16.5,9.25,-46.0
2021-06-17T15:57:14.674,0.05,-0.4,9.86,0.0625,0.0,-0.1875,-16.5,8.875,-45.25
2021-06-17T15:57:14.687,0.05,-0.41,9.86,0.0625,0.0,0.0,-16.5,8.875,-45.25
2021-06-17T15:57:14.7,0.05,-0.39,9.86,0.0625,0.0625,0.0,-16.875,8.5,-46.0
2021-06-17T15:57:14.713,0.04,-0.4,9.84,0.0625,0.0625,-0.0625,-16.875,8.5,-46.0
2021-06-17T15:57:14.725,0.04,-0.41,9.83,0.125,-0.0625,0.0625,-16.875,8.5,-46.0
2021-06-17T15:57:14.738,0.07,-0.42,9.85,-0.0625,-0.0625,0.0625,-16.875,8.5,-46.0
2021-06-17T15:57:14.751,0.07,-0.39,9.84,-0.0625,0.0,0.0625,-15.75,8.5,-46.0
2021-06-17T15:57:14.764,0.05,-0.4,9.83,0.0,-0.0625,-0.0625,-15.75,8.5,-46.0
2021-06-17T15:57:14.777,0.05,-0.4,9.85,0.0625,-0.0625,0.0,-15.75,8.5,-46.0
2021-06-17T15:57:14.79,0.04,-0.4,9.84,0.125,0.0,0.0,-15.75,8.5,-46.0
2021-06-17T15:57:14.803,0.06,-0.39,9.87,0.0625,-0.125,0.125,-16.5,9.25,-46.0
2021-06-17T15:57:14.816,0.05,-0.41,9.81,0.0625,-0.125,0.0,-16.5,9.25,-46.0
2021-06-17T15:57:14.829,0.05,-0.4,9.86,0.0,0.0625,0.125,-16.5,9.25,-46.0
2021-06-17T15:57:14.842,0.05,-0.38,9.83,-0.0625,0.0625,0.0,-16.5,9.25,-46.0
2021-06-17T15:57:14.854,0.06,-0.41,9.87,0.0625,0.0,0.0,-16.875,8.5,-44.75
2021-06-17T15:57:14.867,0.05,-0.39,9.84,0.0,-0.0625,0.0625,-16.875,8.5,-44.75
2021-06-17T15:57:14.88,0.06,-0.38,9.83,0.0,0.0625,0.0,-16.875,8.5,-44.75
2021-06-17T15:57:14.901,0.04,-0.4,9.85,0.25,-0.125,0.0,-16.5,8.1875,-46.75
2021-06-17T15:57:14.915,0.05,-0.4,9.82,0.0,0.0,0.0625,-16.5,8.1875,-46.75
2021-06-17T15:57:14.927,0.05,-0.39,9.88,-0.0625,0.125,0.0625,-16.5,8.1875,-46.75
2021-06-17T15:57:14.94,0.05,-0.41,9.84,-0.0625,0.0,0.0,-16.5,8.1875,-46.75
2021-06-17T15:57:14.953,0.05,-0.42,9.83,-0.125,0.125,0.0,-16.5,8.5,-45.5625
2021-06-17T15:57:14.966,0.06,-0.41,9.82,0.0,0.0,0.0,-16.5,8.5,-45.5625
2021-06-17T15:57:14.979,0.05,-0.41,9.83,-0.125,0.0625,0.0,-16.5,8.5,-45.5625
2021-06-17T15:57:14.991,0.06,-0.4,9.86,-0.125,0.125,0.0625,-16.5,8.5,-45.5625
2021-06-17T15:57:15.004,0.05,-0.38,9.87,-0.1875,0.0,0.125,-16.5,9.25,-46.0
2021-06-17T15:57:15.017,0.06,-0.39,9.84,0.0,-0.1875,0.0625,-16.5,9.25,-46.0
2021-06-17T15:57:15.03,0.05,-0.4,9.82,-0.125,-0.125,0.0625,-16.5,9.25,-46.0
2021-06-17T15:57:15.043,0.05,-0.4,9.85,-0.0625,0.0625,0.0625,-15.75,8.875,-46.0
2021-06-17T15:57:15.056,0.06,-0.39,9.85,-0.0625,0.0625,-0.0625,-15.75,8.875,-46.0
2021-06-17T15:57:15.069,0.04,-0.41,9.83,-0.0625,-0.0625,0.0,-15.75,8.875,-46.0
2021-06-17T15:57:15.081,0.07,-0.4,9.84,0.0,0.0,0.0625,-15.75,8.875,-46.0
2021-06-17T15:57:15.094,0.04,-0.41,9.87,0.125,0.0,0.0,-16.5,9.6875,-45.25
2021-06-17T15:57:15.107,0.04,-0.4,9.82,-0.0625,-0.125,0.0,-16.5,9.6875,-45.25
2021-06-17T15:57:15.131,0.06,-0.38,9.84,-0.0625,0.0625,0.0,-16.5,9.6875,-45.25
2021-06-17T15:57:15.149,0.04,-0.39,9.85,0.0,0.0625,0.0625,-16.5,8.5,-46.0
2021-06-17T15:57:15.161,0.05,-0.4,9.89,-0.0625,-0.0625,0.1875,-16.5,8.5,-46.0
2021-06-17T15:57:15.174,0.05,-0.39,9.81,0.0,-0.125,0.125,-16.5,8.5,-46.0
2021-06-17T15:57:15.187,0.07,-0.42,9.84,0.0625,0.0625,0.125,-16.5,8.5,-46.0
2021-06-17T15:57:15.2,0.04,-0.42,9.85,-0.125,0.1875,0.0625,-16.875,8.1875,-45.5625
2021-06-17T15:57:15.213,0.06,-0.41,9.85,-0.125,0.0,0.0,-16.875,8.1875,-45.5625
2021-06-17T15:57:15.225,0.04,-0.4,9.84,-0.1875,0.0,-0.0625,-16.875,8.1875,-45.5625
2021-06-17T15:57:15.238,0.05,-0.42,9.86,-0.0625,-0.0625,0.0,-16.875,8.1875,-45.5625
2021-06-17T15:57:15.251,0.05,-0.41,9.84,0.0625,-0.125,-0.0625,-16.5,8.875,-45.25
2021-06-17T15:57:15.265,0.07,-0.38,9.83,-0.0625,-0.0625,0.0625,-16.5,8.875,-45.25
2021-06-17T15:57:15.278,0.04,-0.4,9.85,0.0,0.0625,0.0,-16.5,8.875,-45.25
2021-06-17T15:57:15.29,0.05,-0.39,9.86,0.0625,-0.0625,0.0625,-16.5,8.875,-45.25
2021-06-17T15:57:15.303,0.05,-0.4,9.85,0.0,0.125,0.0,-16.875,8.5,-46.0
2021-06-17T15:57:15.316,0.05,-0.4,9.83,-0.125,0.0,0.0625,-16.875,8.5,-46.0
2021-06-17T15:57:15.329,0.06,-0.41,9.82,-0.0625,0.0625,0.125,-16.875,8.5,-46.0
2021-06-17T15:57:15.342,0.07,-0.39,9.87,-0.0625,-0.0625,0.125,-16.875,8.5,-46.0
2021-06-17T15:57:15.376,0.06,-0.4,9.82,0.0,-0.0625,0.0,-16.875,9.25,-46.0
2021-06-17T15:57:15.389,0.03,-0.41,9.84,-0.125,0.0625,-0.0625,-16.875,9.25,-46.0
2021-06-17T15:57:15.402,0.04,-0.41,9.86,-0.0625,0.0,-0.0625,-16.5,9.6875,-44.75
2021-06-17T15:57:15.415,0.05,-0.42,9.81,0.0625,0.0625,0.0,-16.5,9.6875,-44.75
2021-06-17T15:57:15.428,0.05,-0.4,9.83,-0.0625,0.0625,-0.0625,-16.5,9.6875,-44.75
2021-06-17T15:57:15.441,0.05,-0.4,9.85,0.0625,-0.1875,-0.125,-16.5,9.6875,-44.75
2021-06-17T15:57:15.453,0.04,-0.38,9.85,0.0625,0.0625,-0.0625,-16.1875,9.25,-44.75
2021-06-17T15:57:15.466,0.04,-0.39,9.84,0.0,0.125,-0.0625,-16.1875,9.25,-44.75
2021-06-17T15:57:15.479,0.05,-0.43,9.85,0.0,0.125,0.0,-16.1875,9.25,-44.75
2021-06-17T15:57:15.492,0.06,-0.38,9.81,0.0625,0.0,-0.0625,-16.1875,9.25,-44.75
2021-06-17T15:57:15.505,0.05,-0.41,9.84,0.1875,-0.0625,0.0,-16.1875,9.6875,-46.375
2021-06-17T15:57:15.518,0.04,-0.41,9.86,0.0,0.0,0.0,-16.1875,9.6875,-46.375
2021-06-17T15:57:15.53,0.05,-0.41,9.84,0.0,0.0,-0.125,-16.1875,9.6875,-46.375
2021-06-17T15:57:15.543,0.04,-0.42,9.83,0.0625,-0.0625,-0.0625,-16.875,8.1875,-45.25
2021-06-17T15:57:15.556,0.04,-0.4,9.88,-0.0625,-0.0625,-0.0625,-16.875,8.1875,-45.25
2021-06-17T15:57:15.569,0.05,-0.39,9.87,0.125,-0.0625,-0.0625,-16.875,8.1875,-45.25
2021-06-17T15:57:15.61,0.06,-0.4,9.85,-0.0625,-0.0625,0.0625,-16.5,8.5,-45.25
2021-06-17T15:57:15.623,0.06,-0.4,9.84,-0.0625,-0.0625,-0.125,-16.5,8.5,-45.25
2021-06-17T15:57:15.636,0.04,-0.41,9.86,-0.0625,0.125,0.0,-16.5,8.5,-45.25
2021-06-17T15:57:15.649,0.07,-0.4,9.84,0.0625,-0.25,-0.125,-16.1875,7.75,-44.375
2021-06-17T15:57:15.662,0.06,-0.4,9.86,0.0625,0.0,0.125,-16.1875,7.75,-44.375
2021-06-17T15:57:15.675,0.05,-0.41,9.84,0.0625,0.0,0.0,-16.1875,7.75,-44.375
2021-06-17T15:57:15.687,0.06,-0.4,9.85,0.0,-0.0625,-0.0625,-16.1875,7.75,-44.375
2021-06-17T15:57:15.7,0.07,-0.41,9.86,0.0,-0.125,0.0625,-16.5,8.875,-44.75
2021-06-17T15:57:15.713,0.06,-0.4,9.81,0.0,-0.0625,0.0625,-16.5,8.875,-44.75
2021-06-17T15:57:15.726,0.07,-0.39,9.81,0.0,-0.0625,-0.0625,-16.5,8.875,-44.75
2021-06-17T15:57:15.739,0.04,-0.39,9.85,0.0625,0.125,-0.125,-16.5,8.875,-44.75
2021-06-17T15:57:15.752,0.05,-0.41,9.85,-0.0625,0.0,-0.125,-16.1875,8.5,-46.0
2021-06-17T15:57:15.765,0.04,-0.4,9.85,0.0625,0.0,-0.125,-16.1875,8.5,-46.0
2021-06-17T15:57:15.778,0.04,-0.41,9.84,-0.0625,0.0625,0.125,-16.1875,8.5,-46.0
2021-06-17T15:57:15.791,0.04,-0.4,9.86,0.0,-0.0625,0.0625,-16.1875,8.5,-46.0
2021-06-17T15:57:15.803,0.05,-0.4,9.87,0.0625,-0.0625,0.0,-16.1875,8.875,-45.5625
2021-06-17T15:57:15.816,0.06,-0.39,9.81,-0.0625,0.0,0.0,-16.1875,8.875,-45.5625
2021-06-17T15:57:15.837,0.04,-0.4,9.86,-0.0625,-0.0625,0.0625,-16.1875,8.875,-45.5625
2021-06-17T15:57:15.851,0.05,-0.42,9.88,-0.0625,0.0625,0.0625,-17.25,8.875,-46.375
2021-06-17T15:57:15.864,0.06,-0.4,9.81,0.0625,-0.0625,0.0,-17.25,8.875,-46.375
2021-06-17T15:57:15.877,0.07,-0.39,9.82,0.0,0.0,-0.0625,-17.25,8.875,-46.375
2021-06-17T15:57:15.889,0.04,-0.38,9.86,0.0,-0.0625,0.0625,-17.25,8.875,-46.375
2021-06-17T15:57:15.902,0.04,-0.42,9.85,0.125,0.125,-0.125,-16.5,8.5,-44.75
2021-06-17T15:57:15.915,0.07,-0.41,9.81,-0.0625,0.125,-0.0625,-16.5,8.5,-44.75
2021-06-17T15:57:15.928,0.06,-0.39,9.85,0.0625,-0.0625,0.0,-16.5,8.5,-44.75
2021-06-17T15:57:15.941,0.06,-0.4,9.85,0.0,0.0,-0.0625,-16.5,8.5,-44.75
2021-06-17T15:57:15.953,0.05,-0.4,9.87,0.0,0.0625,0.0625,-16.5,9.25,-45.1875
2021-06-17T15:57:15.967,0.07,-0.41,9.8,0.0,0.1875,-0.0625,-16.5,9.25,-45.1875
2021-06-17T15:57:15.979,0.06,-0.41,9.8,0.0,0.125,-0.125,-16.5,9.25,-45.1875
2021-06-17T15:57:15.992,0.07,-0.39,9.85,0.0625,0.0625,0.0,-16.5,9.25,-45.1875
2021-06-17T15:57:16.005,0.05,-0.4,9.86,-0.0625,0.0625,0.0,-16.5,8.875,-45.5625
2021-06-17T15:57:16.018,0.05,-0.39,9.82,0.0,0.0625,-0.0625,-16.5,8.875,-45.5625
2021-06-17T15:57:16.031,0.04,-0.39,9.87,0.125,0.1875,-0.0625,-16.5,8.875,-45.5625
2021-06-17T15:57:16.044,0.06,-0.4,9.85,0.1875,0.1875,-0.125,-16.5,8.875,-45.5625
2021-06-17T15:57:16.067,0.06,-0.41,9.86,0.0625,0.0,0.0,-16.875,9.25,-46.0
2021-06-17T15:57:16.085,0.05,-0.41,9.85,0.125,0.1875,-0.0625,-16.875,9.25,-46.0
2021-06-17T15:57:16.098,0.03,-0.38,9.85,-0.0625,0.125,-0.0625,-16.875,9.25,-46.0
2021-06-17T15:57:16.111,0.05,-0.4,9.82,0.0,-0.0625,-0.0625,-16.1875,8.5,-45.5625
2021-06-17T15:57:16.124,0.06,-0.4,9.83,-0.0625,0.0625,0.0625,-16.1875,8.5,-45.5625
2021-06-17T15:57:16.136,0.06,-0.38,9.84,0.0,0.0,-0.0625,-16.1875,8.5,-45.5625
2021-06-17T15:57:16.149,0.05,-0.38,9.86,0.0625,-0.1875,0.0,-16.5,8.875,-44.75
2021-06-17T15:57:16.162,0.05,-0.38,9.85,0.0,0.0625,-0.125,-16.5,8.875,-44.75
2021-06-17T15:57:16.175,0.06,-0.41,9.81,0.125,0.125,-0.1875,-16.5,8.875,-44.75
2021-06-17T15:57:16.188,0.06,-0.41,9.83,0.0625,0.125,0.0,-16.5,8.875,-44.75
2021-06-17T15:57:16.201,0.06,-0.4,9.86,0.0625,0.125,0.0,-16.5,8.875,-45.1875
2021-06-17T15:57:16.214,0.05,-0.39,9.84,0.0,0.0,0.0,-16.5,8.875,-45.1875
2021-06-17T15:57:16.227,0.06,-0.38,9.84,-0.0625,-0.0625,0.0625,-16.5,8.875,-45.1875
2021-06-17T15:57:16.24,0.04,-0.4,9.84,0.0,0.0,-0.0625,-16.5,8.875,-45.1875
2021-06-17T15:57:16.252,0.07,-0.41,9.85,0.125,0.25,-0.0625,-16.5,8.5,-46.375
2021-06-17T15:57:16.265,0.05,-0.4,9.87,0.125,0.25,-0.0625,-16.5,8.5,-46.375
2021-06-17T15:57:16.278,0.05,-0.39,9.82,0.0,-0.125,0.0,-16.5,8.5,-46.375
2021-06-17T15:57:16.299,0.03,-0.38,9.84,0.0,-0.0625,0.0625,-16.875,8.875,-46.0
2021-06-17T15:57:16.313,0.04,-0.41,9.85,-0.0625,0.0625,0.0625,-16.875,8.875,-46.0
2021-06-17T15:57:16.325,0.07,-0.41,9.82,0.0625,0.0625,0.0,-16.875,8.875,-46.0
2021-06-17T15:57:16.338,0.05,-0.4,9.86,0.0,-0.0625,0.0,-16.875,8.875,-46.0
2021-06-17T15:57:16.351,0.05,-0.4,9.86,0.0,-0.0625,0.0,-16.875,9.6875,-44.75
2021-06-17T15:57:16.364,0.05,-0.41,9.86,0.0625,0.0625,-0.0625,-16.875,9.6875,-44.75
2021-06-17T15:57:16.377,0.03,-0.41,9.83,0.0625,0.0,-0.0625,-16.875,9.6875,-44.75
2021-06-17T15:57:16.39,0.06,-0.41,9.84,-0.0625,0.375,0.0,-16.875,9.6875,-44.75
2021-06-17T15:57:16.402,0.04,-0.39,9.84,0.1875,-0.0625,-0.0625,-16.1875,7.75,-46.375
2021-06-17T15:57:16.415,0.06,-0.41,9.85,-0.125,-0.125,0.0625,-16.1875,7.75,-46.375
2021-06-17T15:57:16.428,0.06,-0.39,9.85,-0.125,-0.0625,0.0625,-16.1875,7.75,-46.375
2021-06-17T15:57:16.441,0.05,-0.42,9.83,-0.125,0.0,0.125,-16.1875,7.75,-46.375
2021-06-17T15:57:16.454,0.08,-0.4,9.85,0.0,-0.125,0.125,-16.5,8.1875,-45.5625
2021-06-17T15:57:16.467,0.05,-0.4,9.8,0.0625,0.0625,0.125,-16.5,8.1875,-45.5625
2021-06-17T15:57:16.48,0.06,-0.41,9.83,-0.0625,0.125,0.0,-16.5,8.1875,-45.5625
2021-06-17T15:57:16.492,0.05,-0.4,9.83,0.0625,-0.0625,0.0625,-16.5,8.1875,-45.5625
2021-06-17T15:57:16.505,0.04,-0.39,9.87,-0.0625,-0.125,0.0625,-16.5,9.25,-46.375
2021-06-17T15:57:16.529,0.06,-0.41,9.82,0.0,0.125,-0.0625,-16.5,9.25,-46.375
2021-06-17T15:57:16.547,0.06,-0.4,9.85,0.0,0.0,0.0625,-16.5,9.25,-46.375
2021-06-17T15:57:16.56,0.05,-0.4,9.83,-0.125,-0.0625,0.0,-16.875,8.5,-46.0
2021-06-17T15:57:16.572,0.05,-0.38,9.83,0.0,0.0,0.125,-16.875,8.5,-46.0
2021-06-17T15:57:16.585,0.05,-0.4,9.85,0.125,0.0625,0.0625,-16.875,8.5,-46.0
2021-06-17T15:57:16.598,0.05,-0.4,9.85,-0.0625,-0.0625,-0.0625,-16.875,8.5,-46.0
2021-06-17T15:57:16.611,0.07,-0.39,9.85,-0.0625,0.0625,0.0625,-16.5,8.875,-45.25
2021-06-17T15:57:16.624,0.06,-0.4,9.87,0.0,0.0,0.125,-16.5,8.875,-45.25
2021-06-17T15:57:16.637,0.05,-0.4,9.84,-0.125,-0.125,-0.0625,-16.5,8.875,-45.25
2021-06-17T15:57:16.649,0.05,-0.38,9.84,0.0,-0.0625,0.0,-16.1875,9.25,-45.1875
2021-06-17T15:57:16.663,0.08,-0.4,9.81,-0.0625,0.1875,0.0625,-16.1875,9.25,-45.1875
2021-06-17T15:57:16.676,0.05,-0.4,9.82,-0.125,0.0625,0.0625,-16.1875,9.25,-45.1875
2021-06-17T15:57:16.689,0.06,-0.41,9.86,-0.125,0.0625,0.0625,-16.1875,9.25,-45.1875
2021-06-17T15:57:16.702,0.04,-0.38,9.86,0.0625,0.0,-0.0625,-16.875,8.875,-45.1875
2021-06-17T15:57:16.714,0.05,-0.41,9.82,-0.0625,0.0625,0.125,-16.875,8.875,-45.1875
2021-06-17T15:57:16.727,0.05,-0.39,9.81,-0.0625,-0.0625,0.125,-16.875,8.875,-45.1875
2021-06-17T15:57:16.74,0.06,-0.4,9.85,-0.1875,-0.1875,-0.0625,-16.875,8.875,-45.1875
